city,house,square metres,type of real estate,floor,price,time_to_sub,nearest_station,address,tech_address,floor_of_flat,MAX_floor
sankt-peterburg,"120 м², таунхаус + 1 сотка, участок
Петергоф, Дивеевская улица, 1
Ленинский проспект 
56 мин.
7 500 000 ₽
62 500 ₽ за м²
Готовы показать онлайн
Продается 3-х этажный Эллинг-таунхаус на берегу Финского залива, ЛК Марина Петергоф. 120 кв.м., с ремонтом и мебелью, все в отличном состоянии. Все коммуникации - электричество, вода, канализация, газ. Отдельная котельная (бойлер, газовый котел в
Показать телефон
В избранное
Три-Н Групп, агентство
3 часа назад",120.0,таунхаус + 1 сотка,no info,7500000,56,no,"Петергоф, Дивеевская улица, 1","sankt-peterburg Петергоф, Дивеевская улица, 1",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
29 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 16 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
29 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"127,4 м², таунхаус + 4 сотки, участок
КП «Таун Град»
Петергоф, Ропшинское шоссе, 17к3
Ленинский проспект 
49 мин.
11 916 000 ₽
93 532 ₽ за м²
Городская прописка! Рядом с кварталом находятся живописные достопримечательности - великолепные парки «Александрия» и «Знаменка», а за 5 минут на машине можно добраться до музея заповедника «Петергоф». До центра города путь на автомобиле, в среднем,
Показать телефон
В избранное
2 июня 2021",127.4,таунхаус + 4 сотки,no info,11916000,49,Ленинский проспект ,"Петергоф, Ропшинское шоссе, 17к3","sankt-peterburg Петергоф, Ропшинское шоссе, 17к3",no info,no info
sankt-peterburg,"93,9 м², дом + 7 соток, участок
Пушкин, 3-я линия (сдт. Дони)
Московская 
44 мин.
6 500 000 ₽
69 223 ₽ за м²
№296159 Продается жилой дом в СНТ Дони Пушкинского района, дом имеет милицейский адрес с городской пропиской, дом находиться в 20 минутах езды до Санкт Петербурга метро Московская и 10 минутах до Гатчины , в шаговой доступности остановка автобуса.
Снято 1 день назад
3 августа 2021",93.9,дом + 7 соток,no info,6500000,44,no,"Пушкин, 3","sankt-peterburg Пушкин, 3",no info,no info
sankt-peterburg,"158 м², дом + 5,6 сотки, участок
садоводство Гипролестранс, Берёзовая аллея, 42
Беговая 
23 мин.
16 000 000 ₽
101 266 ₽ за м²
Продаётся комфортабельный новый коттедж в п. Ольгино, Приморского района. В доме 5 больших спален, кухня-гостиная 24м2, два с/у, гардеробная, терраса и сауна. В 100 м от коттеджа проходит городской транспорт, в 5 км м. Беговая и Лахта-центр.
Показать телефон
В избранное
Светлана, агентство
3 часа назад",158.0,"дом + 5,6 сотки",no info,16000000,23,no,"садоводство Гипролестранс, Берёзовая аллея, 42","sankt-peterburg садоводство Гипролестранс, Берёзовая аллея, 42",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
29 минут назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
30 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
30 минут назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 16 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
30 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"145 м², дом + 10,5 сотки, участок
садоводство Айсберг, 7-я аллея, 29с1
Проспект Ветеранов 
37 мин.
12 550 000 ₽
86 552 ₽ за м²
К продаже представлен 2-х этажный дом 142,8 кв.м.(с мебелью) и участком 10,5 соток в Красносельском районе, Горелово с возможностью городской прописки. Дом на свайном фундаменте, материал стен каркас, толщина стен 250мм. облицовка блок хаус. В доме
Показать телефон
В избранное
Сергей
8 июля 2021",145.0,"дом + 10,5 сотки",no info,12550000,37,no,"садоводство Айсберг, 7-я аллея, 29","sankt-peterburg садоводство Айсберг, 7-я аллея, 29",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
31 минуту назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 16 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
31 минуту назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
31 минуту назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
32 минуты назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
32 минуты назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"90,6 м², часть дома + 6 соток, участок
Петергоф, территория Скороход, Средняя улица, 35
Ленинский проспект 
53 мин.
3 950 000 ₽
43 622 ₽ за м²
Продаётся обособленная 1/2 часть дома с отдельным входом в элитном поселке Скороход с земельным участком 6 соток. Петербургская прописка. Центральное водоснабжение. Магистральный газ. Огороженный участок ИЖС - можно расширяться и расти до 3 этажей,
Показать телефон
В избранное
Миллениал, агентство
59 минут назад",90.6,часть дома + 6 соток,no info,3950000,53,no,"Петергоф, территория Скороход, Средняя улица, 35","sankt-peterburg Петергоф, территория Скороход, Средняя улица, 35",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
33 минуты назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
33 минуты назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 16 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
33 минуты назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"208 м², дом + 6 соток, участок
территория Горелово, Дачная улица, 21
Ленинский проспект 
37 мин.
11 900 000 ₽
57 212 ₽ за м²
ипотека
Арт. 47846813 Уважаемый покупатель. Вашему вниманию предлагается двухэтажный дом в садоводстве ""Торики-2"" г. Санкт-Петербург.Дом меблирован и полностью пригоден для круглогодичного проживания. Очень теплый и комфортный. На первом этаже дома находятся
Показать телефон
В избранное
Мир квартир, агентство
3 часа назад",208.0,дом + 6 соток,no info,11900000,37,no,"территория Горелово, Дачная улица, 21","sankt-peterburg территория Горелово, Дачная улица, 21",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
34 минуты назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
34 минуты назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"135,8 м², дом + 9 соток, участок
посёлок Левашово, Горское шоссе, 91
Проспект Просвещения 
34 мин.
13 500 000 ₽
99 411 ₽ за м²
ипотека
Арт. 49519328 Дорогой наш покупатель! Вашему вниманию предлагается отличный двухэтажный дом с прекрасным участком в п.Левашово. Развитая инфраструктура и удобный выезд на ЗСД, кольцевую и в разные районы города обеспечит Вам круглогодичное проживание
Показать телефон
В избранное
Мир квартир, агентство
3 часа назад",135.8,дом + 9 соток,no info,13500000,34,no,"посёлок Левашово, Горское шоссе, 91","sankt-peterburg посёлок Левашово, Горское шоссе, 91",no info,no info
sankt-peterburg,"24 м², часть дома + 1,7 сотки, участок
Ломоносов, Сосновый переулок, 3
ж/д ст. Университетская, 1,10 км
1 300 000 ₽
54 167 ₽ за м²
Арт. 48863939 Прописка Санкт-Петербург. В продаже 1/4 часть жилого дома от 95,8 кв.м., комната 15,5 кв.м., кухня -7 кв.м., веранда 1,5 кв.м. итого - 24 кв.м площадь. Дом бревенчатый дом, построен в 1961 году. Бетонный фундамент. Крыша из шифера.
Показать телефон
В избранное
Монолит Плюс, агентство
4 часа назад",24.0,"часть дома + 1,7 сотки",no info,1300000,no,no,"Ломоносов, Сосновый переулок, 3","sankt-peterburg Ломоносов, Сосновый переулок, 3",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
35 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 16 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
35 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
35 минут назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
36 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 16 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
36 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
36 минут назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
37 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
37 минут назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
38 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
38 минут назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 16 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
38 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"90,6 м², часть дома + 6 соток, участок
Петергоф, территория Скороход, Средняя улица, 35
Ленинский проспект 
53 мин.
3 950 000 ₽
43 622 ₽ за м²
Продаётся обособленная 1/2 часть дома с отдельным входом в элитном поселке Скороход с земельным участком 6 соток. Петербургская прописка. Центральное водоснабжение. Магистральный газ. Огороженный участок ИЖС - можно расширяться и расти до 3 этажей,
Показать телефон
В избранное
Миллениал, агентство
2 часа назад",90.6,часть дома + 6 соток,no info,3950000,53,no,"Петергоф, территория Скороход, Средняя улица, 35","sankt-peterburg Петергоф, территория Скороход, Средняя улица, 35",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
39 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
39 минут назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 17 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
40 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,7 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
11 439 000 ₽
ипотека
Таунхаус № 33 площадью 127.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 11 439 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым
Показать телефон
В избранное
40 минут назад",0.0,участок,no info,11439000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
sankt-peterburg,"таунхаус + 2,3 сотки, участок
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе
Проспект Ветеранов 
43 мин.
8 109 000 ₽
ипотека
Таунхаус № 16 площадью 90.1 м2 в квартале «Таун Град». Стоимость при 100% оплате или ипотеке 8 109 000 руб. Квартал «Таун Град» - комфортный формат недвижимости для постоянного проживания. Расположен в Петродворцовом районе, рядом с Новым Петергофом.
Показать телефон
В избранное
40 минут назад",0.0,участок,no info,8109000,43,Проспект Ветеранов ,bag,"sankt-peterburg 
КП «Таун Град»
Петергоф, коттеджный посёлок Таун Град, Ропшинское шоссе",no info,no info
